Competitor Id,Competitor Name,Market,Product Name,Category Name,Sales Volume,Revenue,Profit Margin,Customer Satisfaction,Marketing Channel,Promotion Strategy,Shipping Efficiency,Return Rate,Customer Loyalty Index,Advertising Budget,Competitor Store Type,Product Availability
24,Alpha Retailers,USCA,Under Armour Men's Compression EV SL Slide,Hockey,5229,432504.36,15.76,98,Affiliate,Loyalty Programs,6.48,4.18,94,27341.03,Hybrid,85.9
12,Global Traders,USCA,Nike Men's CJ Elite 2 TD Football Cleat,Hunting & Shooting,33979,224568.93,14.53,52,Social Media,,1.02,9.01,83,8885.5,Online,75.31
41,Premier Shop,USCA,Nike Men's Free 5.0+ Running Shoe,Baby ,2314,212185.09,20.19,80,Content Marketing,,7.98,5.16,88,12603.6,Online,84.83
38,United Mart,USCA,Merrell Women's Grassbow Sport Waterproof Hik,Boxing & MMA,28448,459343.5,8.7,95,Email Marketing,Bundle Offers,7.08,8.72,100,29031.8,Physical,87.14
10,Epsilon Market,USCA,Titleist Small Wheeled Travel Cover,Pet Supplies,46254,271039.11,9.3,99,Email Marketing,Discounts,5.97,3.52,89,37537.03,Hybrid,93.58
30,Beta Outlet,USCA,Stiga Master Series ST3100 Competition Indoor,Golf Apparel,39876,460478.73,19.34,50,SEO,Bundle Offers,3.9,8.41,65,17612.05,Physical,88.42
35,Beta Outlet,Pacific Asia,Total Gym 1400,Baseball & Softball,35101,284642.42,20.72,81,Content Marketing,Bundle Offers,2.14,3.1,99,7027.47,Physical,77.63
45,Premier Shop,Europe,Garmin Approach S4 Golf GPS Watch,Fishing,2333,478574.83,13.12,60,Affiliate,Flash Sales,4.35,9.38,74,25627.58,Online,85.21
38,Alpha Distributors,Pacific Asia,Titleist Pro V1 High Numbers Personalized Gol,Golf Shoes,44144,342945.64,9.71,77,Content Marketing,Discounts,6.57,2.19,86,48406.63,Hybrid,79.13
28,Gamma Distributors,Pacific Asia,Pelican Maverick 100X Kayak,Women's Golf Clubs,47989,335032.75,18.31,59,Email Marketing,Bundle Offers,4.15,7.94,91,18275.57,Online,79.35
17,Alpha Retailers,Europe,Glove It Women's Mod Oval 3-Zip Carry All Gol,Cleats,35224,215108.74,21.28,71,Social Media,Discounts,4.91,7.84,52,14817.48,Hybrid,94.54
15,Delta Retailers,Europe,DVDs ,Lacrosse,6234,484898.88,12.27,50,SEO,Discounts,5.21,6.77,63,15561.32,Online,77.84
25,Omega Outlet,Africa,Ogio Race Golf Shoes,Kids' Golf Clubs,20902,275495.53,16.74,66,Email Marketing,Bundle Offers,5.09,5.82,60,25427.11,Online,88.58
27,Alpha Market,LATAM,Total Gym 1400,Golf Gloves,22748,405624.72,10.86,52,Content Marketing,Loyalty Programs,9.24,6.55,82,27860.23,Hybrid,72.05
48,Epsilon Mart,Africa,Under Armour Women's Micro G Skulpt Running S,Garden,16338,369299.42,16.94,74,SEO,Discounts,8.39,0.3,91,7712.87,Hybrid,89.56
45,Epsilon Distributors,USCA,Titleist Pro V1x Golf Balls,Men's Footwear,23538,182096.46,5.74,74,Social Media,Bundle Offers,3.47,3.65,52,32845.34,Hybrid,79.93
37,Delta Distributors,Africa,Team Golf San Francisco Giants Putter Grip,Computers,32024,254232.07,13.52,55,Email Marketing,,4.88,8.84,76,38712.02,Physical,97.19
50,Gamma Outlet,Pacific Asia,Bridgestone e6 Straight Distance NFL Carolina,Trade-In,37615,439485.78,17.98,60,PPC,,8.76,6.23,68,34020.4,Online,77.43
33,Premier Traders,Africa,Diamondback Girls' Clarity 24 Hybrid Bike 201,Women's Clothing,25543,269041.09,23.69,64,Email Marketing,Bundle Offers,4.5,4.56,95,24634.0,Physical,83.76
42,Elite Shop,Europe,Bushnell Pro X7 Jolt Slope Rangefinder,Toys,30137,156150.99,18.77,65,PPC,Flash Sales,8.18,0.72,52,13959.06,Online,72.59
6,United Outlet,Europe,Columbia Men's PFG Anchor Tough T-Shirt,Video Games,1491,392521.39,7.97,92,Social Media,Discounts,9.12,5.87,63,28862.21,Online,82.3
49,Omega Mart,USCA,Nike Kids' Grade School KD VI Basketball Shoe,CDs ,25214,110694.23,13.59,81,Content Marketing,Flash Sales,7.82,8.81,69,34690.3,Online,95.12
14,Epsilon Distributors,USCA,adidas Brazuca 2014 Official Match Ball,Men's Golf Clubs,24103,137586.53,9.46,62,PPC,Discounts,5.96,8.71,82,20095.64,Online,70.8
16,Global Traders,USCA,Under Armour Kids' Mercenary Slide,Fishing,37862,176626.84,10.44,74,Affiliate,Flash Sales,2.99,9.38,50,15194.35,Hybrid,96.45
12,Alpha Market,LATAM,Merrell Men's All Out Flash Trail Running Sho,Books ,27991,125901.35,14.18,96,Content Marketing,Bundle Offers,5.23,9.98,56,10148.28,Hybrid,87.06
13,Global Market,Africa,Bowflex SelectTech 1090 Dumbbells,Tennis & Racquet,19679,178130.89,12.46,95,PPC,Bundle Offers,3.58,4.48,97,35528.23,Hybrid,82.3
12,Global Outlet,Africa,Under Armour Girls' Toddler Spine Surge Runni,DVDs,15192,139474.99,5.75,58,Email Marketing,Bundle Offers,9.17,9.16,79,22208.39,Physical,94.15
16,Omega Retailers,LATAM,Nike Kids' Grade School KD VI Basketball Shoe,Cardio Equipment,1977,59835.46,8.74,59,Social Media,Loyalty Programs,3.36,5.41,94,23009.86,Hybrid,81.65
16,Beta Outlet,USCA,Bowflex SelectTech 1090 Dumbbells,Golf Apparel,45712,341011.47,16.71,64,SEO,Bundle Offers,5.92,5.91,100,44580.25,Hybrid,78.05
2,Delta Distributors,LATAM,Team Golf San Francisco Giants Putter Grip,Men's Footwear,28491,490006.47,18.88,51,Content Marketing,Discounts,4.05,0.18,70,7224.24,Physical,86.93
3,Epsilon Outlet,Europe,Web Camera,Electronics,13240,354573.46,5.67,80,PPC,Bundle Offers,2.61,7.71,67,20397.48,Hybrid,74.58
30,Premier Mart,LATAM,Titleist Pro V1x High Numbers Golf Balls,Toys,35623,87908.31,24.49,63,Affiliate,Flash Sales,8.17,4.46,72,6063.25,Online,75.48
36,Epsilon Market,LATAM,Nike Men's Kobe IX Elite Low Basketball Shoe,Golf Balls,6001,431138.87,23.16,76,Social Media,Flash Sales,3.54,9.77,66,29681.65,Online,99.51
36,Gamma Mart,USCA,Nike Women's Legend V-Neck T-Shirt,CDs ,21045,231932.31,16.37,65,SEO,Flash Sales,7.88,7.68,71,8421.22,Physical,91.53
4,Elite Outlet,Europe,Bushnell Pro X7 Jolt Slope Rangefinder,Books ,15268,168852.05,24.78,84,PPC,Bundle Offers,6.67,5.58,81,34376.35,Physical,82.28
14,United Market,LATAM,Pelican Sunstream 100 Kayak,Soccer,23209,430395.85,8.59,68,Affiliate,Loyalty Programs,3.91,9.14,57,48115.78,Physical,73.77
28,Global Traders,LATAM,Nike Men's CJ Elite 2 TD Football Cleat,Baby ,39342,214382.7,19.8,80,PPC,Bundle Offers,3.75,1.36,87,49836.63,Physical,74.71
12,Global Market,USCA,Nike Men's Free 5.0+ Running Shoe,Basketball,42667,91737.46,16.85,68,Email Marketing,Loyalty Programs,1.53,7.37,67,41048.47,Hybrid,76.13
27,Omega Retailers,LATAM,Top Flite Women's 2014 XL Hybrid,Sporting Goods,9330,119246.89,21.41,82,PPC,Flash Sales,6.43,0.73,79,47399.61,Hybrid,79.34
38,Alpha Outlet,LATAM,Hirzl Women's Hybrid Golf Glove,Boxing & MMA,18118,333107.71,18.63,70,Social Media,Bundle Offers,8.76,6.31,95,17537.56,Online,98.67
19,Premier Outlet,Africa,Total Gym 1400,Video Games,22949,363212.28,15.81,66,SEO,,8.79,0.23,75,6782.4,Hybrid,85.34
19,Alpha Shop,Pacific Asia,Nike Women's Tempo Shorts,Consumer Electronics,42234,268014.99,13.06,64,Affiliate,,7.27,9.31,52,21960.35,Physical,85.93
49,Beta Outlet,USCA,Titleist Pro V1x Golf Balls,Tennis & Racquet,21740,158643.33,22.2,87,PPC,Flash Sales,8.04,1.12,76,37829.67,Physical,87.25
31,Delta Market,USCA,insta-bed Neverflat Air Mattress,Shop By Sport,1304,193075.99,15.41,59,Content Marketing,Discounts,1.07,1.71,70,41448.88,Physical,90.08
42,Omega Outlet,Europe,Elevation Training Mask 2.0,Video Games,24356,346536.27,24.1,63,Affiliate,,8.01,4.26,54,49457.3,Physical,82.99
34,Alpha Market,USCA,Total Gym 1400,Video Games,6127,270014.1,21.49,77,Content Marketing,Discounts,9.75,0.96,95,39694.0,Online,92.01
27,Omega Shop,Pacific Asia,Titleist Club Glove Travel Cover,Basketball,35361,316779.77,8.73,100,Content Marketing,Bundle Offers,8.37,0.9,83,46109.4,Hybrid,88.83
2,Gamma Outlet,Europe,Toys ,Hockey,35982,259070.49,14.52,75,Affiliate,,8.03,2.06,98,48879.2,Online,84.07
4,Elite Mart,Europe,Perfect Fitness Perfect Rip Deck,Tennis & Racquet,7724,77002.27,15.23,55,Email Marketing,,2.68,4.32,69,12746.77,Hybrid,73.43
22,Elite Retailers,Africa,Columbia Men's PFG Anchor Tough T-Shirt,Crafts,13485,402420.29,24.88,82,Affiliate,Bundle Offers,8.14,1.5,62,19961.1,Hybrid,86.2
18,United Retailers,LATAM,adidas Men's Germany Black Crest Away Tee,Golf Bags & Carts,18323,368839.58,23.52,84,PPC,,5.32,3.16,70,13070.62,Online,97.81
13,Elite Traders,LATAM,Diamondback Boys' Insight 24 Performance Hybr,Men's Golf Clubs,41613,170725.34,10.16,80,Email Marketing,Flash Sales,3.68,5.08,92,19675.38,Hybrid,88.73
43,Omega Outlet,USCA,Summer dresses,Books ,3774,276215.56,16.88,68,PPC,Loyalty Programs,4.12,8.75,96,46553.64,Online,72.76
5,Gamma Retailers,Europe,Cleveland Golf Collegiate My Custom Wedge 588,Toys,13173,302295.33,9.42,66,PPC,Bundle Offers,9.54,0.46,84,39158.89,Hybrid,86.86
24,Delta Market,Pacific Asia,Team Golf San Francisco Giants Putter Grip,Video Games,25768,292110.17,11.44,82,Social Media,,3.42,7.93,50,26244.21,Hybrid,95.41
47,Epsilon Store,USCA,Nike Women's Legend V-Neck T-Shirt,Men's Footwear,32683,418523.01,5.92,88,Content Marketing,Loyalty Programs,6.44,5.98,50,13590.39,Online,87.98
7,Premier Shop,LATAM,Titleist Pro V1 High Numbers Personalized Gol,Basketball,21917,154028.13,7.66,78,Social Media,Discounts,1.79,0.2,88,19736.39,Hybrid,85.7
11,Alpha Mart,LATAM,MDGolf Pittsburgh Penguins Putter,Hockey,45597,181322.35,5.1,95,Affiliate,Flash Sales,2.49,0.55,64,22229.35,Physical,86.54
6,Global Market,USCA,DVDs ,Golf Apparel,12009,283345.73,11.72,87,Content Marketing,,4.28,4.01,92,45379.84,Physical,73.6
18,Premier Shop,LATAM,TaylorMade White Smoke IN-12 Putter,Books ,5673,143428.61,11.76,97,Social Media,,7.58,5.88,70,39208.65,Online,86.82
4,Elite Retailers,LATAM,Nike Men's Deutschland Weltmeister Winners Bl,Children's Clothing,40042,184369.74,9.15,72,Email Marketing,Loyalty Programs,5.41,6.96,93,34308.24,Physical,82.63
2,United Market,Africa,Cleveland Golf Collegiate My Custom Wedge 588,Boxing & MMA,41635,109811.74,24.03,94,Social Media,Flash Sales,3.53,0.98,85,42667.25,Hybrid,93.77
16,Delta Mart,USCA,Clicgear Rovic Cooler Bag,Crafts,31934,274433.9,16.89,55,Content Marketing,,3.35,0.55,55,30178.14,Physical,97.35
13,Delta Store,LATAM,Columbia Men's PFG Anchor Tough T-Shirt,CDs ,25776,309205.88,7.4,63,PPC,Loyalty Programs,3.93,4.85,81,39424.93,Physical,94.05
21,Omega Retailers,Pacific Asia,The North Face Women's Recon Backpack,Soccer,34371,85510.02,15.43,85,PPC,Flash Sales,4.5,1.4,58,33448.6,Hybrid,81.55
44,Premier Outlet,Europe,Nike Women's Tempo Shorts,Shop By Sport,37138,280912.96,16.24,50,Affiliate,Flash Sales,4.44,0.34,67,17581.33,Physical,86.58
11,Omega Distributors,Europe,Perfect Fitness Perfect Rip Deck,Strength Training,15293,129038.35,15.71,91,Email Marketing,Discounts,2.61,1.0,80,35002.8,Physical,90.62
34,Beta Mart,Europe,adidas Men's F10 Messi TRX FG Soccer Cleat,Girls' Apparel,10656,244322.62,10.19,72,Affiliate,Flash Sales,9.38,8.14,75,8956.29,Online,94.34
24,Global Shop,Pacific Asia,O'Brien Men's Neoprene Life Vest,Health and Beauty,9215,453693.28,9.73,80,Content Marketing,,7.07,5.42,76,27146.38,Online,75.09
5,Alpha Distributors,Pacific Asia,Fitbit The One Wireless Activity & Sleep Trac,Water Sports,16810,103605.42,16.18,86,PPC,Loyalty Programs,9.04,8.23,50,37168.04,Physical,96.61
